study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB35665	ERP118751	SAMEA6359365	ERS4125615	ERX3715203	ERR3711756	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	130271	61629854	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-44	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-44	6574124;8650649	1f88492a8559a867ca87576fc898c491;7027f43c4f7600862192e48c6bb61da0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711756/ERR3711756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711756/ERR3711756_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/006/ERR3711756/ERR3711756_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/006/ERR3711756/ERR3711756_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711756/ERR3711756_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711756/ERR3711756_2.fastq.gz	6161559;8241819	6eb799bbea2e0316ca24c00399155980;ed7beb58c4df0d1435398ce35a0e8e99	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711756/C13F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711756/C13F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711756/C13F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711756/C13F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711756/C13F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711756/C13F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C13F-ITS		C13F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359366	ERS4125616	ERX3715204	ERR3711757	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	50744	27565135	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-45	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-45	4045460;5491486	b291f59938844696f34fddd5998046ca;8b0c19b0f23daae71064b2b23e1bdf18	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711757/ERR3711757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711757/ERR3711757_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/007/ERR3711757/ERR3711757_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/007/ERR3711757/ERR3711757_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711757/ERR3711757_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/007/ERR3711757/ERR3711757_2.fastq.gz	3883673;5335049	32fb2e52dd863c666ee44726e0f88b51;f14d32e04a2f4e4065e45217b4912ffe	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711757/C14F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711757/C14F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711757/C14F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711757/C14F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711757/C14F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711757/C14F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C14F-ITS		C14F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359367	ERS4125617	ERX3715205	ERR3711758	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	67148	36153905	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-46	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-46	4850912;7001239	c35b3bd8928d6704aad412eb566ad9ec;9b8071c2144ba9bcfef84de1eede2366	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711758/ERR3711758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711758/ERR3711758_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/008/ERR3711758/ERR3711758_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/008/ERR3711758/ERR3711758_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711758/ERR3711758_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/008/ERR3711758/ERR3711758_2.fastq.gz	4640507;6792037	0bd829fbe05d37c484cafc71381d554f;e8251b2ffac31ab5123768c14f1305af	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711758/C15F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711758/C15F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711758/C15F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711758/C15F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711758/C15F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711758/C15F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C15F-ITS		C15F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359368	ERS4125618	ERX3715206	ERR3711759	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	273185	137735634	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-47	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-47	15654745;22959222	b2aa18c401d85ed265d5eb7785e4effc;c7ed7b6db0759a530543e18137f3a23a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711759/ERR3711759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711759/ERR3711759_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/009/ERR3711759/ERR3711759_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/009/ERR3711759/ERR3711759_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711759/ERR3711759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/009/ERR3711759/ERR3711759_2.fastq.gz	14799899;22094139	c32100690e7fbfadb4c6379335ecee41;00f9dab2089199cd06dfd0c3aef7d709	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711759/C16F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711759/C16F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711759/C16F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711759/C16F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711759/C16F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711759/C16F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C16F-ITS		C16F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359369	ERS4125619	ERX3715207	ERR3711760	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	18342	9765875	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-48	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-48	1422514;2069574	13ed99962e91908b9d1fa1d08a659e18;6a6cddc882f96e8600c664aba669f2ee	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711760/ERR3711760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711760/ERR3711760_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/000/ERR3711760/ERR3711760_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/000/ERR3711760/ERR3711760_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711760/ERR3711760_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/000/ERR3711760/ERR3711760_2.fastq.gz	1363877;2011604	7fd23d3bf10229c785081fef8cc163f4;6b38dc10a120cfbd7db962a536965f60	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711760/C17F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711760/C17F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711760/C17F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711760/C17F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711760/C17F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711760/C17F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C17F-ITS		C17F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359370	ERS4125620	ERX3715208	ERR3711761	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	55735	28506840	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-49	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-49	3347528;4625693	6929c71f255b1776e3276ba6051b747f;1e3a9c2b24d50e656a31d0a1b4e15550	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711761/ERR3711761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711761/ERR3711761_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/001/ERR3711761/ERR3711761_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/001/ERR3711761/ERR3711761_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711761/ERR3711761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/001/ERR3711761/ERR3711761_2.fastq.gz	3168182;4449508	c5c99a7c717e50a2b4976c338f0a4788;1e4d6cd9b12df68b5e91450b0079ef47	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711761/C1F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711761/C1F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711761/C1F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711761/C1F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711761/C1F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711761/C1F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C1F-ITS		C1F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359371	ERS4125621	ERX3715209	ERR3711762	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	73163	37081156	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-50	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-50	4876451;6510272	903cde89313e905c5f6a00413b28752d;9b2c9612b8c728c2090d0af601d094ea	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711762/ERR3711762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711762/ERR3711762_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/002/ERR3711762/ERR3711762_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/002/ERR3711762/ERR3711762_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711762/ERR3711762_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/002/ERR3711762/ERR3711762_2.fastq.gz	4649293;6282630	fe278412ead81cb6f4f16955fe59f371;09b86e07d89202a9335dba57dc08d4fe	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711762/C2F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711762/C2F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711762/C2F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711762/C2F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711762/C2F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711762/C2F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C2F-ITS		C2F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359372	ERS4125622	ERX3715210	ERR3711763	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	3452	1736562	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-51	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-51	185056;290169	9bc10430e237932c90486960edc8d3cb;11a6e11f78285d5b7bdad7a964a92910	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711763/ERR3711763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711763/ERR3711763_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/003/ERR3711763/ERR3711763_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/003/ERR3711763/ERR3711763_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711763/ERR3711763_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/003/ERR3711763/ERR3711763_2.fastq.gz	174706;280218	e4c710c114aaa949cb1b5b9bc238e259;174ddadabb3eef0e1a1073e2c4ae4b91	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711763/C3F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711763/C3F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711763/C3F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711763/C3F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711763/C3F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711763/C3F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C3F-ITS		C3F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359373	ERS4125623	ERX3715211	ERR3711764	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	99262	50736512	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-52	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-52	5931575;8913186	051cbdf43544e2b15a175a80f1e6cd3d;b17b7c9840e29d50e0a5b6536dafd917	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711764/ERR3711764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711764/ERR3711764_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/004/ERR3711764/ERR3711764_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/004/ERR3711764/ERR3711764_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711764/ERR3711764_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/004/ERR3711764/ERR3711764_2.fastq.gz	5640240;8619876	62a5d29635fb1d96c797cdb30aae2d2f;1f67f9eb70addbb917bf0681df13bf97	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711764/C4F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711764/C4F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711764/C4F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711764/C4F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711764/C4F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711764/C4F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C4F-ITS		C4F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359374	ERS4125624	ERX3715212	ERR3711765	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	78211	40234192	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-53	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-53	4485487;6761476	2baebb4779296c364dd79869c1a4addb;5725323cdcc0e162f73cab35d0ede390	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711765/ERR3711765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711765/ERR3711765_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/005/ERR3711765/ERR3711765_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/005/ERR3711765/ERR3711765_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711765/ERR3711765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/005/ERR3711765/ERR3711765_2.fastq.gz	4249115;6516296	323920b2c670a587d3cba6e4e3d512a3;f1e3b4926ee4ae404da52a7cb99e708f	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711765/C5F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711765/C5F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711765/C5F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711765/C5F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711765/C5F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711765/C5F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C5F-ITS		C5F-ITS	0	2019-12-04
PRJEB35665	ERP118751	SAMEA6359375	ERS4125625	ERX3715213	ERR3711766	ERA2306886	408170	human gut metagenome	ILLUMINA	Illumina MiSeq	unspecified	500	PAIRED	AMPLICON	GENOMIC	PCR	86708	46306593	Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)	2020-06-28	2019-12-05	Illumina MiSeq paired end sequencing	Fecal microbiota in early stage melanoma patients	ena-STUDY-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-10:22:10:972-837	ena-EXPERIMENT-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-54	ena-RUN-Institute of Agricultural Biology and Biotechnology - National Research Council (CNR)-04-12-2019-12:37:31:390-54	5597713;8314679	203d48760fca7bce2d3f2f97fe46a05c;3264e02a2ecf93428be782a212862c8f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711766/ERR3711766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711766/ERR3711766_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/006/ERR3711766/ERR3711766_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR371/006/ERR3711766/ERR3711766_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711766/ERR3711766_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR371/006/ERR3711766/ERR3711766_2.fastq.gz	5335932;8045807	28b55c16bc32f676b38cbc9ec052e938;363d7b36a93678bd2cc0f47ee96995ab	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711766/C6F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711766/C6F-ITS_trimmed_R2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711766/C6F-ITS_trimmed_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR371/ERR3711766/C6F-ITS_trimmed_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711766/C6F-ITS_trimmed_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR371/ERR3711766/C6F-ITS_trimmed_R2.fastq.gz	FASTQ;FASTQ									C6F-ITS		C6F-ITS	0	2019-12-04
